Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. Protein q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,MW [kDa],Gene Symbol,"Abundance Ratio: (Heavy, Soluble_S59L-Treat) / (Light, Soluble_S59L-Treat)","Abundance Ratio: (Heavy, Soluble_S59L-WT) / (Light, Soluble_S59L-WT)","Abundance Ratio P-Value: (Heavy, Soluble_S59L-Treat) / (Light, Soluble_S59L-Treat)","Abundance Ratio P-Value: (Heavy, Soluble_S59L-WT) / (Light, Soluble_S59L-WT)","Abundance: F9: Light, Sample, S8, Soluble_S59L-Treat, 4","Abundance: F11: Light, Sample, S7, Soluble_S59L-Treat, 3","Abundance: F13: Light, Sample, S6, Soluble_S59L-Treat, 2","Abundance: F15: Light, Sample, S5, Soluble_S59L-Treat, 1","Abundance: F10: Light, Sample, S4, Soluble_S59L-WT, 4","Abundance: F12: Light, Sample, S3, Soluble_S59L-WT, 3","Abundance: F14: Light, Sample, S2, Soluble_S59L-WT, 2","Abundance: F16: Light, Sample, S1, Soluble_S59L-WT, 1","Abundance: F9: Heavy, Sample, S8, Soluble_S59L-Treat, 4","Abundance: F11: Heavy, Sample, S7, Soluble_S59L-Treat, 3","Abundance: F13: Heavy, Sample, S6, Soluble_S59L-Treat, 2","Abundance: F15: Heavy, Sample, S5, Soluble_S59L-Treat, 1","Abundance: F10: Heavy, Sample, S4, Soluble_S59L-WT, 4","Abundance: F12: Heavy, Sample, S3, Soluble_S59L-WT, 3","Abundance: F14: Heavy, Sample, S2, Soluble_S59L-WT, 2","Abundance: F16: Heavy, Sample, S1, Soluble_S59L-WT, 1",Modifications,WikiPathways,Reactome Pathways
FALSE,High,Master Protein,Q8K1M6,Dynamin-1-like protein [OS=Mus musculus],0,200.121,64,39,350,39,81.8,Dnm1l,2.975,1.87,0.000137684,0.015171144,111201996.5,100636243,99056108,112518607.5,64188920,81017527.75,53297282,98757317.5,333801015.8,302829671.8,292100439,284533936,121126133,119580965.8,149153871.5,183066785,,,Apoptotic execution phase
FALSE,High,Master Protein,P68373,Tubulin alpha-1C chain [OS=Mus musculus],0,198.727,78,24,899,2,49.9,Tuba1c,0.667,,0.120057706,,69669144,49827104,40312188,59748508,,,,,27128700,44379864,36973016,29805392,,,,,,,MHC class II antigen presentation; RHO GTPases activate IQGAPs; COPI-dependent Golgi-to-ER retrograde traffic; COPI-mediated anterograde transport; Aggrephagy; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; Recruitment of NuMA to mitotic centrosomes; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; Intraflagellar transport; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-independent Golgi-to-ER retrograde traffic; Recycling pathway of L1; Kinesins; PKR-mediated signaling; Carboxyterminal post-translational modifications of tubulin; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; Hedgehog 'off' state; Cargo trafficking to the periciliary membrane; The role of GTSE1 in G2/M progression after G2 checkpoint; Sealing of the nuclear envelope (NE) by ESCRT-III
FALSE,High,Master Protein,P21550,Beta-enolase [OS=Mus musculus],0,197.817,62,21,1236,16,47,Eno3,1.251,0.653,0.151136864,0.026577173,1231279940,1311854684,1374498064,1402295805,7668430986,8993166932,7957355519,9956341166,1163669303,1486762367,2083577434,1936130543,4229227404,5422091148,6854016639,7035574684,,Glycolysis and gluconeogenesis,Gluconeogenesis; Glycolysis
FALSE,High,Master Protein,Q9QYR6,Microtubule-associated protein 1A [OS=Mus musculus],0,197.713,26,50,166,49,300,Map1a,7.039,0.001,0.000255783,,32224072.25,21976960.75,15446040.13,14368308.75,,,1992918.375,2877166,173354141.3,151216312.5,111237536.3,122066356.2,,,,,,,
FALSE,High,Master Protein,P51881,ADP/ATP translocase 2 [OS=Mus musculus],0,197.306,77,25,1380,12,32.9,Slc25a5,0.909,0.327,0.057462099,0.002796932,1785729336,1461000596,1552332726,1458139682,1199550322,1189402090,1020817977,1254235204,1461625963,1286748875,1490304570,1369264052,298561747.5,341561341.5,437189908,466987716,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],Electron transport chain,Mitochondrial protein degradation; Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane
FALSE,High,Master Protein,P21981,Protein-glutamine gamma-glutamyltransferase 2 [OS=Mus musculus],0,197.268,55,31,469,31,77,Tgm2,1.744,0.92,0.001233822,0.238823285,1084197010,927262889.3,819470528.3,732898981.5,320521123.5,341772618.8,322168140.4,353289432.3,1872079295,1633919115,1693705943,1212420174,227055624.3,293744997.9,329727460.5,348061921.5,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],,
FALSE,High,Master Protein,Q9DB77,"Cytochrome b-c1 complex subunit 2, mitochondrial [OS=Mus musculus]",0,196.722,81,23,875,23,48.2,Uqcrc2,0.94,0.302,0.23188211,0.000995855,4868994729,4014161713,4310658000,3908562432,13922216537,13426551136,11830311121,12568698972,3991810479,3526197472,4333357536,3958033093,3425319583,3641775630,4335848752,4236766986,,Electron transport chain,Respiratory electron transport; Mitochondrial protein degradation; Complex III assembly
FALSE,High,Master Protein,Q8BMF4,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial [OS=Mus musculus]",0,196.551,49,22,703,22,67.9,Dlat,0.798,0.262,0.017443103,0.001174569,2476455539,2055571391,2161916947,1843281412,4965183388,4585939410,4016124152,4487091603,1679771598,1562155749,1809593388,1570258596,1037591021,1046684719,1330711745,1345070921,,Glycolysis and gluconeogenesis; TCA cycle,Regulation of pyruvate dehydrogenase (PDH) complex; Signaling by Retinoic Acid; PDH complex synthesizes acetyl-CoA from PYR; Protein lipoylation
FALSE,High,Master Protein,P24270,Catalase [OS=Mus musculus],0,193.875,68,31,431,31,59.8,Cat,2.885,2.649,0.000326267,0.003937991,799739800.3,516476604,599432816.5,591530704.8,72410861.13,76537873.63,68186832.5,81586997.5,2205446755,1558611518,2030351972,1543373947,224101084.5,173591130.3,245233682.1,175559625.5,Acetyl [N-Term],Selenium micronutrient network; Folic acid network; Oxidative stress response; Tryptophan metabolism,Peroxisomal protein import; Neutrophil degranulation; Detoxification of Reactive Oxygen Species
FALSE,High,Master Protein,Q9QYR9,"Acyl-coenzyme A thioesterase 2, mitochondrial [OS=Mus musculus]",0,193.609,73,24,601,13,49.6,Acot2,0.798,0.193,0.011782056,0.000725691,780452118.5,706256582,940079556,788891328,523607608,598103100,618520534,535377408,642442819.5,483949140,788395536,610440820,89222646,92562486,157230235,116629815,,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways; Omega-3 / omega-6 fatty acid synthesis; Omega-9 fatty acid synthesis,Peroxisomal protein import; Mitochondrial protein degradation; Mitochondrial Fatty Acid Beta-Oxidation
FALSE,High,Master Protein,P15626,Glutathione S-transferase Mu 2 [OS=Mus musculus],0,193.19,82,22,601,12,25.7,Gstm2,1.384,0.539,0.002032637,0.002151671,1351779481,1218193020,1064979297,1241433038,337379539.3,366397267,395225132.5,557338568.5,1855776916,1700149920,1676825838,1680558721,143611993.8,189760712.3,221546036.4,316860591.8,Met-loss [N-Term],Glutathione metabolism; Oxidative stress and redox pathway,Glutathione conjugation; Paracetamol ADME; Azathioprine ADME
FALSE,High,Master Protein,P26041,Moesin [OS=Mus musculus],0,192.828,59,35,474,25,67.7,Msn,2.387,1.095,0.00010734,0.268219477,283662798.3,275184408,222627580.4,239841466.8,114019475.1,110049472.8,127652801.8,138289529,684553957,649519023,580379599.5,535763115.5,110503771.6,107952606.6,155922720.1,172059985.3,,Regulation of actin cytoskeleton,Recycling pathway of L1
FALSE,High,Master Protein,O35459,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial [OS=Mus musculus]",0,192.478,72,18,593,18,36.1,Ech1,1.904,1.332,0.000166748,0.045737401,556130518,470314838.8,524456825.5,561112697.9,1564070151,1640575165,1341192532,1435537777,1066645068,841070513,1071403078,1060088696,1693470327,2044272984,2160506878,2043816410,,Fatty acid biosynthesis; Fatty acid biosynthesis,Peroxisomal protein import; Mitochondrial protein degradation
FALSE,High,Master Protein,P45952,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial [OS=Mus musculus]",0,190.984,59,22,1056,22,46.5,Acadm,1.139,0.484,0.000143656,0.001731084,4440368173,3631339055,3835128839,3945521622,8750382941,9485547697,7847448696,8812213354,5051298803,4120887014,4456400365,4498482058,3692768900,4391639441,4532328614,4451973413,,Fatty acid beta-oxidation; PPAR signaling pathway; Fatty acid beta-oxidation (streamlined); Mitochondrial long chain fatty acid beta-oxidation,mitochondrial fatty acid beta-oxidation of unsaturated fatty acids; Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA; Beta oxidation of octanoyl-CoA to hexanoyl-CoA
FALSE,High,Master Protein,P80314,T-complex protein 1 subunit beta [OS=Mus musculus],0,190.626,77,31,342,31,57.4,Cct2,3.433,3.558,0.00107814,0.007917045,195536856.8,151250696.3,131479885.3,145975744.3,71103003.75,46316721.5,64014232,66337355.38,551121863.9,511516741.8,600815827.3,508631920.3,133436075,180882961,207468872.2,276252142.4,Acetyl [N-Term],,Neutrophil degranulation; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; RHOBTB1 GTPase cycle; RHOBTB2 GTPase cycle; Association of TriC/CCT with target proteins during biosynthesis
FALSE,High,Master Protein,Q61768,Kinesin-1 heavy chain [OS=Mus musculus],0,189.894,47,35,298,35,109.5,Kif5b,5.652,2.764,0.000290814,0.012590384,58914374.25,62660225.25,55810998,70632832.75,50476970.44,38541562.84,28543440.5,51629033.75,344466984.8,342364247.9,332365867.9,291418456.3,87015156.63,104566128.1,123424581.5,145401627.9,,Insulin signaling,MHC class II antigen presentation; COPI-dependent Golgi-to-ER retrograde traffic; Kinesins; RHO GTPases activate KTN1
FALSE,High,Master Protein,Q9QYG0,Protein NDRG2 [OS=Mus musculus],0,189.37,78,18,450,18,40.8,Ndrg2,3.092,1.99,0.000593146,0.009646331,403856257.5,362604741.5,321469637.8,407931275.3,597193014.3,591093885.1,429114393.7,518496295.5,1248789201,1120846253,1273873150,1131919144,885050797.5,1028010592,1011386816,1180657210,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],,
FALSE,High,Master Protein,P09103,Protein disulfide-isomerase [OS=Mus musculus],0,189.316,57,29,449,29,57,P4hb,2.198,2.559,0.000471329,0.000847906,807473011,829730811,652594058,729645247,225840947,220255933.9,217706221.3,317646292.8,1743969657,1727311533,1698509571,1632807972,486832170.3,522924749.8,630216285.6,876182139.3,,,Collagen biosynthesis and modifying enzymes; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; VLDL assembly; Chylomicron assembly; LDL remodeling; Detoxification of Reactive Oxygen Species; Hedgehog ligand biogenesis; Insulin processing; Interleukin-12 signaling; Interleukin-23 signaling
FALSE,High,Master Protein,P35486,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial [OS=Mus musculus]",0,188.383,71,25,729,25,43.2,Pdha1,1.197,0.445,0.129367656,0.011145669,2325984826,1670597593,1669012326,1563382842,4150436783,4037113735,2936876233,3459573445,2240337078,1883903521,2276061905,1984774353,1422955926,1474774802,1781491175,1876925661,,Glycolysis and gluconeogenesis; Acetylcholine synthesis; TCA cycle; Amino acid metabolism,Mitochondrial protein degradation; Regulation of pyruvate dehydrogenase (PDH) complex; Signaling by Retinoic Acid; PDH complex synthesizes acetyl-CoA from PYR
FALSE,High,Master Protein,Q9WVK4,EH domain-containing protein 1 [OS=Mus musculus],0,188.188,66,25,370,15,60.6,Ehd1,1.285,0.835,0.081176012,0.259980246,232799549.5,170066034.5,135007867,129186306.5,200040399.4,233411812.3,176014335,181461118,231141820,210217820,202367854,172702548,147802267.5,137265637,166085504.5,202983332.3,Acetyl [N-Term],Insulin signaling,Factors involved in megakaryocyte development and platelet production
FALSE,High,Master Protein,Q9CPY7,Cytosol aminopeptidase [OS=Mus musculus],0,188.144,68,30,414,30,56.1,Lap3,1.644,0.74,0.000176579,0.22646645,315399254.3,258065756.9,328549101.9,284806654.1,188406204.9,209652303.4,152819370.9,215535391.9,531964920,417383057.3,504827518,475777093.5,96412308.44,121814977.4,172503317.3,203294511.9,,Oxidative stress and redox pathway,
FALSE,High,Master Protein,P62631,Elongation factor 1-alpha 2 [OS=Mus musculus],0,188.096,60,19,873,10,50.4,Eef1a2,1.784,1.051,0.000714494,0.641790408,1480798331,1353465334,1283050011,1378013120,1214964389,1444086156,1291567994,1556108271,2619766534,2435484134,2647460081,2348876635,1071121325,1299746865,1615607902,1908291985,,Translation factors,
FALSE,High,Master Protein,O08553,Dihydropyrimidinase-related protein 2 [OS=Mus musculus],0,187.999,76,26,338,22,62.2,Dpysl2,1.157,0.832,0.357151319,0.403322238,386423884,296416248.5,343749538,385690331,170944924.8,179104885,161772819.5,290691988.5,331773464,380142321,419785882.5,422845047,95195869.5,110483481,181655140,348456331,,Mechanisms associated with pluripotency,Recycling pathway of L1; CRMPs in Sema3A signaling
FALSE,High,Master Protein,Q99NB1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial [OS=Mus musculus]",0,187.859,58,27,447,27,74.6,Acss1,1.543,0.621,0.002579437,0.098862109,438313444.3,344359289,436306619,357111083,1262447504,1296864055,1319081371,1539745498,597485588,551015904.3,731667730.3,531142744,591286087.8,779211896,845557753,1649691290,,,Ethanol oxidation
FALSE,High,Master Protein,P27773,Protein disulfide-isomerase A3 [OS=Mus musculus],0,186.918,60,29,412,29,56.6,Pdia3,2.126,1.164,0.000433807,0.349118473,551429362,510535382.5,490949576,504446528.5,353568161.8,355612211.5,355497068,438049883,1107938225,1090365498,1218871340,1068052675,321963535,325921069,525928303.4,675094494.5,,,"ER-Phagosome pathway; Antigen Presentation: Folding, assembly and peptide loading of class I MHC; Calnexin/calreticulin cycle"
FALSE,High,Master Protein,Q80X90,Filamin-B [OS=Mus musculus],0,185.371,25,45,259,37,277.7,Flnb,1.801,2.093,0.002274183,0.017911272,44031748.5,43180581.75,39712004,49408689.5,19487279,18587051,19356882.5,18725991,72115810.13,85515590.88,78699262.38,78590902.5,35366319.75,30562041.75,68202178.75,45206012.5,,,ISG15 antiviral mechanism
FALSE,High,Master Protein,P18242,Cathepsin D [OS=Mus musculus],0,184.48,67,18,362,18,44.9,Ctsd,2.665,2.188,0.00075767,0.000475103,2006300534,1682057114,1520476198,1834870474,524515219,471561539.5,413380184.5,476452976,5319109892,4507412508,5115072141,4405489949,1009876175,998574731.5,988539927.5,1077096849,,,Neutrophil degranulation; MHC class II antigen presentation; Insulin receptor recycling; Collagen degradation; Metabolism of Angiotensinogen to Angiotensins
FALSE,High,Master Protein,Q11011,Puromycin-sensitive aminopeptidase [OS=Mus musculus],0,184.019,50,35,373,35,103.3,Npepps,2.151,0.998,0.000997562,0.919021295,175848831.5,177920771.8,154693029.5,177663304.5,168747441.6,192666085.3,187462387.8,271938277.3,371742033.5,389466450.8,418453512.5,364264965,150642320.5,191057853.3,215751360.8,273125083.5,,,Antigen processing: Ubiquitination & Proteasome degradation
FALSE,High,Master Protein,Q9CQ62,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial [OS=Mus musculus]",0,183.829,63,18,674,18,36.2,Decr1,0.856,0.279,0.052555504,0.000933953,2006036800,1632384749,1868641374,1420328661,5239636140,5623733603,5022926905,5102233473,1453845551,1345623539,1751333308,1263804007,1202290345,1466459305,1799028898,1527258579,,Fatty acid beta-oxidation; Fatty acid biosynthesis; Fatty acid beta-oxidation (streamlined),mitochondrial fatty acid beta-oxidation of unsaturated fatty acids
FALSE,High,Master Protein,P10649,Glutathione S-transferase Mu 1 [OS=Mus musculus],0,183.529,79,22,720,16,26,Gstm1,1.473,0.708,0.002404747,0.007524475,3637972195,3564319777,3154915238,4016570685,583558751.4,602228313.5,587936533.9,805220536.5,5443165341,5172269864,5357417676,5597915951,389012542.3,433678314.5,408959694.8,673542919.8,Met-loss [N-Term],Metapathway biotransformation; Aflatoxin B1 metabolism; Estrogen metabolism; Oxidative stress and redox pathway,Glutathione conjugation
FALSE,High,Master Protein,O08638,Myosin-11 [OS=Mus musculus],0,183.007,24,37,222,25,226.9,Myh11,1.542,2.078,0.120853616,0.010412594,10767677,35246386.75,4803304.188,5075134.875,11059032.38,6048222.438,23288374.5,9609382.5,14236081.38,38905108.25,8633384.125,18447616.25,21455593.75,18751768.06,38356972.25,21388671.38,,,Smooth Muscle Contraction; RHO GTPases activate PAKs
FALSE,High,Master Protein,Q9Z110,Delta-1-pyrroline-5-carboxylate synthase [OS=Mus musculus],0,182.692,61,37,233,37,87.2,Aldh18a1,3.047,0.403,0.000361795,0.120270507,151274197,117050445.8,131541098.5,123636872.8,21605032.25,16974931.38,20994828,19599358,497154220,330701700.8,474294486.8,343971189.3,4262241,19512287.44,6280351.875,10666216.5,,,Mitochondrial protein degradation; Glutamate and glutamine metabolism
FALSE,High,Master Protein,Q9EQK5,Major vault protein [OS=Mus musculus],0,182.302,52,34,255,34,95.9,Mvp,2.635,2.172,0.001825367,0.07400403,230577066,231873129.5,152861314.5,179898220,44761364.5,19283415.13,22834394.88,29118737.5,639762533.5,567313464.5,574068885.5,450349464.5,42490511.25,47597688.25,54318912,57760545.5,Acetyl [N-Term],mir-193a and MVP in colon cancer metastasis,Neutrophil degranulation
FALSE,High,Master Protein,P04247,Myoglobin [OS=Mus musculus],0,182.186,79,13,1403,13,17.1,Mb,1.329,0.525,0.029596808,0.002058259,4222825406,3616027336,3499069759,4057203932,11081481742,12960814742,10721617980,12296940045,4734121840,4540880360,5487727510,5708635348,5183510180,6270683737,6502417347,7017979767,Met-loss [N-Term],,Intracellular oxygen transport
FALSE,High,Master Protein,Q9DC69,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial [OS=Mus musculus]",0,181.442,69,21,534,21,42.5,Ndufa9,1.214,0.405,0.105011527,0.004909847,1012545205,728607184,792357454.1,826804100,3664340996,2889673766,2590810977,2898528021,1005039963,964735150.4,1086705291,920747357,1040573306,1060726706,1303541297,1295671996,,Oxidative phosphorylation; Electron transport chain,Complex I biogenesis
FALSE,High,Master Protein,P05214,Tubulin alpha-3 chain [OS=Mus musculus],0,179.779,61,19,840,0,49.9,Tuba3a; Tuba3b,,,,,,,,,,,,,,,,,,,,,,,PKR-mediated signaling; COPI-dependent Golgi-to-ER retrograde traffic; Kinesins; MHC class II antigen presentation; COPI-mediated anterograde transport; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; Recruitment of NuMA to mitotic centrosomes; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; Intraflagellar transport; Carboxyterminal post-translational modifications of tubulin; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Recycling pathway of L1; Hedgehog 'off' state; Cargo trafficking to the periciliary membrane; RHO GTPases activate IQGAPs; COPI-independent Golgi-to-ER retrograde traffic; The role of GTSE1 in G2/M progression after G2 checkpoint; Aggrephagy; Sealing of the nuclear envelope (NE) by ESCRT-III
FALSE,High,Master Protein,O88342,WD repeat-containing protein 1 [OS=Mus musculus],0,179.65,59,24,406,24,66.4,Wdr1,1.971,1.177,0.001599869,0.176368003,539435167,515804629.5,457468113.5,512502742,319437568,324195973.3,275210036,355475007.5,999476701.3,1011907193,1140097290,1014754701,330996201.8,325149774.8,459161699.3,475338972.3,,Hypertrophy model,Platelet degranulation
FALSE,High,Master Protein,Q61292,Laminin subunit beta-2 [OS=Mus musculus],0,178.926,35,51,314,49,196.5,Lamb2,0.127,0.001,1.15447E-05,,17691536,16360327.63,18816584.13,14112497,14879919.38,16296291.25,15905028.5,15200336.88,2308522,2157625.5,2309175.25,1589423.5,,,,,,Primary focal segmental glomerulosclerosis (FSGS); Focal adhesion: PI3K-Akt-mTOR signaling pathway; Inflammatory response pathway; Alpha 6 beta 4 integrin signaling pathway; Focal adhesion,
FALSE,High,Master Protein,Q3TXS7,26S proteasome non-ATPase regulatory subunit 1 [OS=Mus musculus],0,178.091,43,32,297,32,105.7,Psmd1,3.06,1.522,0.001215547,0.08729354,94690983,102681835.3,87652992.5,113138359.5,75518260.06,73381159.63,40536595.25,84084017.38,300463946.3,303015803.5,346200035.3,284591019,87094255.13,112674881.1,125259012.6,126820381.9,,TNF-alpha NF-kB signaling pathway,Antigen processing: Ubiquitination & Proteasome degradation; Neutrophil degranulation; ABC-family proteins mediated transport; SCF(Skp2)-mediated degradation of p27/p21; MAPK6/MAPK4 signaling; FCERI mediated NF-kB activation; Downstream TCR signaling; Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; Activation of NF-kappaB in B cells; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Separation of Sister Chromatids; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; The role of GTSE1 in G2/M progression after G2 checkpoint; UCH proteinases; Regulation of PTEN stability and activity; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Degradation of CDH1; Regulation of ornithine decarboxylase (ODC); Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Proteasome assembly; GSK3B-mediated proteasomal degradation of PD-L1(CD274); SPOP-mediated proteasomal degradation of PD-L1(CD274); AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274); Degradation of CRY and PER proteins
